Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill,Predicted_ElectricityBill
8,19,2,11,1,0,20.66,69.89,426,8.5,3621.0,26813858.0
9,20,0,13,1,0,20.59,70.3,462,9.3,4296.6,31989110.0
10,18,3,3,1,0,20.56,70.5,371,7.6,2819.6,20908604.0
22,23,1,15,12,0,20.56,70.8,699,9.1,6360.9,35841900.0
22,23,3,6,1,0,20.57,70.9,650,8.9,5785.0,35841900.0
19,22,3,12,1,0,20.47,71.2,629,8.5,5346.5,35841900.0
16,23,0,21,1,0,20.46,71.5,586,7.8,4570.8,33849492.0
18,23,0,15,1,0,20.54,71.1,394,9.1,3585.4,26520428.0
6,22,3,3,1,0,20.61,70.7,383,7.7,2949.1,21886804.0
5,19,2,8,1,0,20.63,70.7,396,7.4,2930.4,21748982.0
5,23,3,6,1,0,20.59,70.8,469,8.2,3845.8,28369428.0
16,22,3,17,1,0,20.55,71.3,614,9.3,5710.2,35841900.0
5,22,1,21,7,0,20.49,72.0,578,8.8,5086.4,35841900.0
15,22,2,5,12,0,20.3,73.5,635,8.8,5588.0,35841900.0
5,23,1,11,1,0,19.79,77.3,479,9.3,4454.7,33173054.0
7,21,3,15,1,0,19.18,79.9,459,9.1,4176.9,30974108.0
22,22,2,10,1,0,18.82,81.5,381,8.3,3162.3,23368426.0
14,23,2,11,1,0,18.49,81.9,556,9.1,5059.6,35841900.0
5,17,0,11,7,0,18.41,81.7,457,7.7,3518.9,26167682.0
16,22,2,4,12,0,18.31,81.2,645,8.7,5611.5,35841900.0
5,18,1,20,1,0,18.17,80.7,563,8.2,4616.6,34219050.0
8,17,0,16,1,0,18.02,80.9,471,8.4,3956.4,29167258.0
11,22,2,10,1,0,17.83,80.9,442,7.7,3403.4,25097236.0
23,22,1,6,12,0,17.74,81.0,583,9.2,5363.6,35841900.0
20,22,0,3,1,0,17.75,81.0,374,8.2,3066.8,22593886.0
5,21,0,4,1,0,17.72,80.8,284,8.8,2499.2,18644582.0
21,22,2,22,1,0,17.68,81.1,603,8.3,5004.9,35841900.0
8,21,1,10,1,0,17.63,81.5,326,7.7,2510.2,18349052.0
13,22,1,15,1,0,17.56,81.7,579,8.9,5153.1,35841900.0
11,22,3,6,1,0,17.57,81.9,365,9.2,3358.0,25159924.0
20,23,2,9,1,0,17.64,81.8,535,8.1,4333.5,31875178.0
18,23,0,4,1,0,17.79,81.7,559,7.6,4248.4,31414140.0
12,23,1,20,1,0,17.92,80.3,616,7.8,4804.8,35719756.0
19,22,2,11,1,0,18.11,79.3,637,7.4,4713.8,35270188.0
20,23,3,13,1,0,18.18,77.9,679,8.3,5635.7,35841900.0
13,23,1,20,1,0,18.17,78.1,461,7.6,3503.6,25698686.0
9,23,1,22,1,0,18.18,78.0,534,7.6,4058.4,29806126.0
16,23,1,8,1,0,18.15,77.7,368,8.4,3091.2,22881728.0
20,22,1,21,12,0,18.09,77.7,722,7.4,5342.8,35841900.0
16,22,0,9,1,0,17.96,78.1,482,7.6,3663.2,26947104.0
19,22,3,7,1,0,17.85,78.2,477,7.4,3529.8,26085858.0
13,22,3,10,1,0,17.82,78.2,593,9.1,5396.3,35841900.0
12,23,2,19,1,0,17.83,78.5,646,8.2,5297.2,35841900.0
8,18,3,20,1,0,17.82,78.9,567,8.1,4592.7,33966856.0
8,22,0,19,1,0,17.84,79.3,395,8.2,3239.0,23844066.0
8,20,1,16,7,0,17.85,79.7,614,8.4,5157.6,35841900.0
18,23,2,10,1,0,17.87,80.1,639,8.1,5175.9,35841900.0
15,22,0,11,12,0,17.94,80.7,456,7.8,3556.8,26394856.0
21,22,0,6,12,0,17.98,81.1,391,7.7,3010.7,22421714.0
23,23,3,13,1,0,17.85,82.5,773,9.2,7111.6,35841900.0
18,22,1,8,1,0,17.71,83.5,379,8.2,3107.8,22947680.0
18,23,0,12,12,0,17.58,84.4,567,7.9,4479.3,33250464.0
13,23,3,16,12,0,17.43,85.0,805,7.9,6359.5,35841900.0
15,22,3,16,1,0,16.92,84.8,457,7.6,3473.2,25572048.0
20,23,2,18,12,0,16.76,84.7,787,7.6,5981.2,35841900.0
19,23,2,10,1,0,17.02,84.1,455,8.9,4049.5,29869986.0
16,23,3,22,1,0,17.08,83.6,529,8.5,4496.5,33058126.0
15,22,3,20,12,0,16.99,83.0,753,8.1,6099.3,35841900.0
11,22,1,13,1,0,17.13,81.1,363,7.6,2758.8,20332242.0
23,22,1,16,1,0,17.5,78.4,653,8.1,5289.3,35841900.0
12,22,1,15,1,0,17.63,76.4,409,9.3,3803.7,28246304.0
9,20,0,10,1,0,17.6,75.5,427,8.8,3757.6,27690914.0
11,23,3,12,1,0,17.34,78.4,427,9.2,3928.4,29188978.0
6,20,0,6,7,0,17.07,80.5,410,8.5,3485.0,25873432.0
7,17,2,11,1,0,17.1,81.7,510,9.2,4692.0,35091756.0
12,23,1,8,1,0,17.34,81.4,402,7.8,3135.6,23108316.0
20,23,2,13,1,0,17.78,80.5,470,8.7,4089.0,30091382.0
20,23,1,15,1,0,18.18,79.6,554,8.9,4930.6,35841900.0
11,23,1,18,1,0,18.35,78.3,662,9.1,6024.2,35841900.0
11,23,2,20,1,0,18.33,78.0,463,8.5,3935.5,28918968.0
12,23,1,7,12,0,18.48,78.3,430,8.8,3784.0,28203156.0
15,23,2,6,1,0,18.67,77.0,541,8.5,4598.5,34010380.0
8,22,3,9,1,0,18.54,76.0,553,8.4,4645.2,34358010.0
21,22,1,13,1,0,18.55,75.6,681,8.5,5788.5,35841900.0
21,22,0,21,12,0,18.59,75.0,695,7.8,5421.0,35841900.0
9,20,3,5,7,0,18.67,74.9,480,7.9,3792.0,28164918.0
17,22,3,19,1,0,18.64,75.6,664,7.4,4913.6,35841900.0
14,23,3,19,12,0,18.8,76.0,706,8.5,6001.0,35841900.0
11,23,0,14,12,0,18.9,74.9,490,7.4,3626.0,26939492.0
9,19,0,7,1,0,19.34,72.6,419,7.6,3184.4,23486888.0
9,22,1,3,1,0,19.54,70.6,266,7.4,1968.4,13856048.0
15,23,1,21,1,0,19.67,69.9,423,8.5,3595.5,26437668.0
17,23,3,15,1,0,20.06,68.23,437,7.9,3452.3,25380766.0
7,19,0,13,1,0,20.26,67.17,331,8.9,2945.9,22012394.0
18,23,1,9,1,0,20.29,66.47,536,8.4,4502.4,33268606.0
13,22,3,9,1,0,20.32,66.5,475,9.1,4322.5,32037924.0
9,19,3,12,1,0,20.39,65.47,480,8.8,4224.0,31294016.0
17,22,2,9,1,0,20.55,64.46,399,8.7,3471.3,25666200.0
17,22,2,5,12,0,20.57,63.56,604,8.2,4952.8,35841900.0
14,23,3,7,12,0,20.66,61.93,496,8.5,4216.0,31289016.0
16,23,0,14,1,0,20.78,61.03,552,8.2,4526.4,33468134.0
11,22,0,13,12,0,20.91,59.73,400,9.3,3720.0,27867238.0
11,22,2,16,1,0,21.07,58.73,527,8.8,4637.6,34419240.0
22,22,1,4,12,0,21.43,57.09,639,8.8,5623.2,35841900.0
14,22,0,13,1,0,21.53,55.86,381,8.4,3200.4,23576454.0
13,22,0,6,12,0,21.74,55.52,566,8.5,4811.0,35784596.0
16,23,1,15,12,0,22.11,54.32,535,8.1,4333.5,32052560.0
17,22,0,4,1,0,21.8,52.65,278,9.2,2557.6,19342830.0
19,23,1,6,1,0,21.66,52.55,352,7.4,2604.8,19025904.0
11,22,2,12,1,0,21.83,51.35,474,9.1,4313.4,31977922.0
20,22,0,10,1,0,21.97,51.12,495,8.8,4356.0,32239698.0
16,22,0,22,1,0,22.35,49.52,435,8.3,3610.5,26485996.0
19,22,1,8,1,0,22.59,48.95,404,9.1,3676.4,27190438.0
8,18,2,16,1,0,22.42,47.95,554,9.3,5152.2,35841900.0
13,22,1,11,1,0,22.17,47.48,531,7.9,4194.9,30933978.0
10,19,2,19,7,0,22.27,46.58,676,7.4,5002.4,35841900.0
16,22,3,13,1,0,21.98,46.88,627,8.7,5454.9,35841900.0
11,23,2,10,1,0,21.89,45.38,373,8.7,3245.1,24102292.0
16,23,2,6,1,0,21.89,45.15,562,8.8,4945.6,35841900.0
8,22,3,6,1,0,21.77,43.78,567,7.9,4479.3,33130700.0
7,23,2,14,1,0,21.62,43.44,395,7.7,3041.5,22487712.0
23,22,3,5,1,0,21.49,44.08,601,8.8,5288.8,35841900.0
12,23,3,9,1,0,21.35,44.64,653,8.8,5746.4,35841900.0
5,20,2,4,1,0,21.17,45.11,315,7.8,2457.0,18002784.0
19,23,2,13,1,0,20.95,45.68,487,7.7,3749.9,27541006.0
18,22,3,21,1,0,20.73,46.51,706,8.4,5930.4,35841900.0
16,23,3,15,12,0,20.53,47.25,785,9.2,7222.0,35841900.0
10,22,1,8,1,0,20.35,47.51,473,8.8,4162.4,30775522.0
14,23,2,19,1,0,20.1,46.98,714,8.5,6069.0,35841900.0
9,22,0,13,1,0,19.79,47.68,505,8.5,4292.5,31691944.0
15,23,2,4,1,0,19.59,48.25,373,7.7,2872.1,21204176.0
8,20,1,22,1,0,19.41,49.88,478,9.1,4349.8,32297782.0
5,18,3,17,1,0,19.22,51.12,540,8.2,4428.0,32753306.0
12,23,1,9,1,0,19.01,52.52,567,8.8,4989.6,35841900.0
18,23,0,21,1,0,18.8,54.35,711,7.8,5545.8,35841900.0
22,22,1,14,1,0,18.51,55.56,588,8.5,4998.0,35841900.0
16,23,3,13,12,0,18.39,56.22,760,8.9,6764.0,35841900.0
22,22,2,22,1,0,18.11,56.86,654,9.3,6082.2,35841900.0
7,21,0,13,1,0,17.88,58.59,307,9.1,2793.7,21052160.0
12,23,3,4,12,0,17.6,60.19,417,7.6,3169.2,23712198.0
18,22,0,14,12,0,17.42,62.13,556,8.2,4559.2,33933588.0
15,23,0,13,1,0,17.22,62.96,441,8.7,3836.7,28220882.0
12,22,3,12,1,0,17.15,63.63,492,7.7,3788.4,27927088.0
17,23,0,16,1,0,17.09,64.8,644,7.9,5087.6,35841900.0
6,18,0,4,7,0,17.02,65.63,219,8.2,1795.8,12703672.0
7,19,3,5,7,0,16.91,66.47,483,7.7,3719.1,27693472.0
10,17,0,21,1,0,16.92,67.37,349,8.5,2966.5,22034956.0
12,23,1,14,12,0,16.86,68.1,630,9.1,5733.0,35841900.0
18,23,0,10,1,0,16.79,68.6,519,7.6,3944.4,29017226.0
21,23,2,19,1,0,16.69,69.17,726,9.2,6679.2,35841900.0
21,22,3,6,1,0,16.59,70.0,594,8.1,4811.4,35691860.0
5,21,0,8,1,0,16.65,69.64,265,8.3,2199.5,15879812.0
23,22,2,18,1,0,16.6,69.7,654,7.9,5166.6,35841900.0
21,22,2,10,1,0,16.52,69.97,636,8.4,5342.4,35841900.0
22,23,0,20,1,0,16.49,69.77,700,7.7,5390.0,35841900.0
12,22,0,20,12,0,16.59,69.3,690,8.7,6003.0,35841900.0
9,17,0,11,1,0,16.67,69.24,480,8.4,4032.0,29749604.0
5,17,3,14,1,0,16.68,69.24,332,8.3,2755.6,20595956.0
6,22,1,19,1,0,16.7,69.2,611,8.8,5376.8,35841900.0
18,23,1,18,1,0,16.64,69.6,470,9.3,4371.0,32515738.0
17,23,1,11,1,0,16.55,70.2,505,7.7,3888.5,28588102.0
19,23,3,6,12,0,16.57,70.6,568,7.9,4487.2,33295392.0
8,21,1,20,7,0,16.5,71.3,489,8.9,4352.1,32294434.0
19,23,2,18,1,0,16.28,71.4,548,7.8,4274.4,31458144.0
17,23,3,7,1,0,16.1,71.4,614,9.3,5710.2,35841900.0
18,22,0,14,1,0,16.07,71.3,537,8.9,4779.3,35631360.0
17,23,3,5,1,0,16.16,71.9,511,8.4,4292.4,31633992.0
8,20,0,22,1,0,15.96,71.6,501,8.5,4258.5,31428652.0
18,23,3,20,1,0,15.84,71.2,669,7.9,5285.1,35841900.0
18,22,0,8,12,0,15.87,71.2,513,8.3,4257.9,31584638.0
11,23,0,21,1,0,15.99,71.0,422,8.8,3713.6,27308346.0
16,22,2,11,1,0,15.79,71.1,428,8.9,3809.2,28186818.0
20,23,0,5,1,0,15.71,70.7,481,8.5,4088.5,30081356.0
7,20,2,7,1,0,15.43,71.6,384,8.7,3340.8,24834052.0
11,22,1,8,1,0,15.06,72.4,327,9.3,3041.1,22938310.0
16,23,0,11,1,0,14.75,73.3,407,9.1,3703.7,27356204.0
9,22,2,20,7,0,14.66,73.6,577,8.5,4904.5,35841900.0
5,23,1,10,1,0,14.66,74.2,290,8.2,2378.0,17420924.0
21,23,2,9,1,0,14.63,74.2,624,9.1,5678.4,35841900.0
18,23,0,7,1,0,14.7,73.9,578,8.1,4681.8,34783956.0
12,22,1,10,1,0,14.87,73.1,402,8.1,3256.2,24024506.0
23,23,3,15,1,0,14.85,72.0,576,7.8,4492.8,33186328.0
9,18,2,20,1,0,14.82,71.5,596,8.5,5066.0,35841900.0
23,23,0,22,12,0,14.84,70.9,597,9.3,5552.1,35841900.0
20,22,2,22,1,0,14.82,70.4,567,8.9,5046.3,35841900.0
15,23,2,17,12,0,14.73,70.4,741,9.2,6817.2,35841900.0
8,23,1,5,1,0,14.63,70.4,394,8.2,3230.8,23869320.0
14,22,2,12,1,0,14.58,70.6,464,7.4,3433.6,25355030.0
12,23,3,10,1,0,14.53,70.7,613,8.4,5149.2,35841900.0
12,22,1,20,1,0,14.53,70.7,547,8.7,4758.9,35408050.0
11,23,1,22,1,0,14.64,70.1,522,8.9,4645.8,34543524.0
13,22,2,3,1,0,14.67,69.57,383,8.5,3255.5,24158010.0
18,23,3,22,1,0,14.77,69.27,644,7.6,4894.4,35841900.0
21,23,1,12,12,0,14.9,68.47,569,8.2,4665.8,34814050.0
12,23,0,9,1,0,14.93,67.77,285,9.1,2593.5,19596034.0
9,21,0,12,7,0,14.94,67.5,358,8.8,3150.4,23575338.0
16,23,2,6,1,0,14.88,67.63,387,8.8,3405.6,25263314.0
21,22,2,15,1,0,14.89,67.83,555,8.1,4495.5,33222032.0
19,23,1,3,1,0,15.0,67.2,499,8.5,4241.5,31350006.0
21,23,0,9,12,0,14.72,68.9,423,8.3,3510.9,26079038.0
15,22,2,11,1,0,14.76,69.27,406,7.9,3207.4,23677420.0
7,19,2,18,1,0,14.99,68.87,447,7.8,3486.6,25778784.0
20,23,0,5,1,0,15.18,68.4,466,7.8,3634.8,26730078.0
10,19,1,7,1,0,15.5,67.3,344,8.1,2786.4,20619656.0
8,22,2,6,1,0,15.86,66.47,495,7.6,3762.0,27797604.0
15,22,3,15,1,0,16.3,65.53,530,7.8,4134.0,30457594.0
21,23,0,7,1,0,16.78,64.3,550,7.6,4180.0,30870196.0
5,22,0,11,1,0,17.16,62.83,312,8.3,2589.6,19141298.0
11,22,1,22,1,0,17.7,61.56,615,8.7,5350.5,35841900.0
12,23,1,7,1,0,18.31,59.53,477,7.6,3625.2,26763188.0
7,17,0,8,1,0,18.88,56.72,239,8.7,2079.3,14873316.0
11,23,2,13,1,0,19.53,54.15,543,7.7,4181.1,30833362.0
7,21,1,10,1,0,20.04,50.72,294,8.2,2410.8,17674350.0
22,22,3,10,1,0,20.3,48.68,640,9.3,5952.0,35841900.0
23,22,1,22,12,0,20.83,46.01,752,8.9,6692.8,35841900.0
9,20,0,14,7,0,21.12,44.71,567,8.8,4989.6,35841900.0
6,23,0,7,7,0,21.29,43.94,550,9.2,5060.0,35841900.0
16,23,1,12,1,0,21.54,44.41,408,8.3,3386.4,24903526.0
15,23,1,16,1,0,21.97,43.48,590,7.9,4661.0,34645484.0
14,22,1,17,1,0,22.33,40.81,586,7.8,4570.8,33923270.0
19,23,2,13,1,0,22.76,37.27,611,9.1,5560.1,35841900.0
18,23,1,14,1,0,22.78,38.37,398,8.9,3542.2,26178030.0
23,22,1,7,1,0,23.11,38.54,593,8.4,4981.2,35841900.0
16,22,2,4,1,0,23.23,39.01,567,9.2,5216.4,35841900.0
21,23,2,10,1,0,23.59,38.3,451,9.2,4149.2,30784118.0
13,23,0,11,1,0,23.82,38.0,552,7.4,4084.8,30168456.0
21,23,3,10,12,0,23.94,37.6,752,8.9,6692.8,35841900.0
7,17,2,11,1,0,24.44,36.2,480,9.2,4416.0,32969692.0
22,22,2,20,1,0,24.98,35.54,547,7.7,4211.9,31041056.0
7,17,0,7,7,0,24.8,33.67,360,8.5,3060.0,22787930.0
6,19,0,18,1,0,25.11,33.43,484,7.4,3581.6,26535182.0
22,23,0,4,12,0,25.27,32.6,483,8.4,4057.2,30032462.0
6,17,3,13,1,0,25.55,33.07,481,8.8,4232.8,31398682.0
7,19,2,14,1,0,26.02,31.56,503,8.1,4074.3,30033078.0
9,23,3,16,7,0,25.84,33.53,599,9.2,5510.8,35841900.0
6,18,3,18,1,0,25.41,33.07,378,7.9,2986.2,22184510.0
18,23,2,16,12,0,25.22,33.43,803,7.8,6263.4,35841900.0
19,23,3,20,1,0,24.7,34.67,739,8.1,5985.9,35841900.0
16,23,1,19,1,0,24.99,34.47,538,8.2,4411.6,32511494.0
20,22,2,11,1,0,25.1,33.13,553,7.9,4368.7,32242908.0
12,23,1,15,1,0,25.15,33.2,619,7.6,4704.4,35129704.0
11,22,1,9,1,0,25.56,32.33,534,8.9,4752.6,35388228.0
15,22,3,18,1,0,25.07,32.03,564,9.3,5245.2,35841900.0
23,23,3,17,1,0,25.01,32.07,727,9.1,6615.7,35841900.0
6,18,2,9,7,0,25.08,31.53,435,7.6,3306.0,24661228.0
17,23,0,12,1,0,25.06,31.2,540,8.8,4752.0,35400188.0
15,22,2,15,1,0,25.41,30.86,474,7.9,3744.6,27507114.0
23,22,0,20,12,0,25.23,30.73,629,9.3,5849.7,35841900.0
16,23,0,15,1,0,25.05,31.33,506,7.9,3997.4,29325734.0
9,23,1,13,1,0,25.18,30.86,440,8.8,3872.0,28513274.0
5,17,3,22,7,0,25.22,30.1,448,9.2,4121.6,30791194.0
19,23,0,9,1,0,25.17,30.0,479,9.1,4358.9,32380804.0
12,22,3,13,1,0,25.17,29.63,554,8.4,4653.6,34486030.0
16,23,1,18,1,0,25.07,29.5,601,7.4,4447.4,33077556.0
18,22,0,16,1,0,24.97,28.63,531,9.3,4938.3,35841900.0
21,22,0,22,12,0,24.92,28.09,743,9.1,6761.3,35841900.0
5,19,2,14,1,0,24.95,27.96,419,8.5,3561.5,26390662.0
21,22,1,18,12,0,25.18,26.63,558,8.1,4519.8,33591412.0
7,18,2,7,1,0,25.29,25.33,361,8.4,3032.4,22540786.0
5,20,2,14,7,0,25.32,24.59,607,7.6,4613.2,34468530.0
6,23,2,3,1,0,25.29,24.12,500,9.2,4600.0,34298196.0
19,23,2,11,12,0,25.24,24.19,535,8.3,4440.5,32946638.0
8,19,1,4,7,0,25.23,24.49,440,8.4,3696.0,27416578.0
18,22,1,19,1,0,25.32,23.99,509,8.2,4173.8,30687214.0
8,20,3,12,1,0,25.41,23.79,609,7.6,4628.4,34488750.0
8,18,3,11,1,0,25.27,23.52,424,8.2,3476.8,25779248.0
9,21,1,19,1,0,25.2,23.66,428,8.9,3809.2,28102158.0
22,22,0,8,1,0,24.97,24.12,562,8.5,4777.0,35538356.0
23,22,1,15,1,0,24.96,24.52,670,8.1,5427.0,35841900.0
23,23,2,9,1,0,25.02,24.69,608,8.3,5046.4,35841900.0
10,22,0,9,1,0,24.81,24.72,378,7.9,2986.2,21992158.0
21,23,3,3,1,0,24.58,26.36,635,7.7,4889.5,35841900.0
14,22,1,22,1,0,24.15,27.06,506,7.8,3946.8,28992350.0
23,22,3,9,1,0,23.78,30.2,517,8.4,4342.8,32023812.0
5,23,3,22,1,0,23.22,32.53,570,8.5,4845.0,35808790.0
10,19,2,17,1,0,22.38,40.87,542,7.6,4119.2,30473182.0
6,23,0,13,1,0,21.28,43.48,486,9.1,4422.6,32893168.0
9,20,3,9,1,0,20.22,45.94,506,8.7,4402.2,32613316.0
13,23,1,7,1,0,19.58,46.95,507,9.1,4613.7,34422212.0
19,22,2,18,1,0,19.3,47.18,505,8.8,4444.0,32899610.0
9,20,1,8,7,0,19.03,48.25,428,8.2,3509.6,26078538.0
10,22,0,3,1,0,18.81,48.51,233,9.3,2166.9,16163586.0
7,23,3,21,1,0,18.71,49.68,632,8.4,5308.8,35841900.0
8,18,0,13,7,0,18.51,50.45,503,8.4,4225.2,31383798.0
12,22,3,8,1,0,18.09,51.65,540,9.1,4914.0,35841900.0
22,23,1,18,12,0,18.08,52.55,635,8.9,5651.5,35841900.0
5,23,1,7,1,0,17.84,54.78,415,8.8,3652.0,26997586.0
10,19,0,10,1,0,17.68,55.41,297,7.8,2316.6,16639184.0
19,22,1,8,1,0,17.84,55.42,544,7.4,4025.6,29731458.0
11,23,1,16,1,0,17.79,55.68,402,7.8,3135.6,23108756.0
13,22,0,22,1,0,17.84,56.22,615,9.1,5596.5,35841900.0
20,23,3,20,1,0,17.7,57.45,774,8.1,6269.4,35841900.0
14,23,0,9,12,0,17.24,58.82,505,7.8,3939.0,29211654.0
20,22,1,11,1,0,16.7,59.65,629,9.2,5786.8,35841900.0
15,23,1,14,1,0,16.56,61.62,534,7.9,4218.6,31108734.0
22,22,3,8,1,0,16.6,62.79,602,7.6,4575.2,34003492.0
15,22,2,21,1,0,16.74,63.29,571,9.2,5253.2,35841900.0
21,23,0,10,1,0,16.97,64.05,418,7.7,3218.6,23598984.0
13,23,0,21,12,0,16.88,65.52,581,7.9,4589.9,34191336.0
21,23,0,16,12,0,16.93,65.72,667,8.9,5936.3,35841900.0
12,22,2,20,1,0,16.73,66.22,530,8.2,4346.0,31974270.0
8,18,0,5,1,0,16.5,67.66,315,8.4,2646.0,19533992.0
15,23,3,22,12,0,16.27,68.72,722,9.2,6642.4,35841900.0
21,22,2,21,1,0,15.86,70.2,597,8.2,4895.4,35841900.0
13,23,1,19,1,0,15.38,73.3,621,7.4,4595.4,34293450.0
5,23,3,14,1,0,15.48,73.5,415,9.3,3859.5,28748502.0
17,22,1,4,1,0,15.7,74.5,451,8.2,3698.2,27214536.0
7,20,1,22,1,0,15.83,75.7,525,8.3,4357.5,32121962.0
13,23,1,17,1,0,15.85,77.2,535,7.4,3959.0,29189762.0
21,23,2,21,1,0,15.77,78.1,631,7.8,4921.8,35841900.0
15,22,3,11,1,0,15.7,78.0,572,9.3,5319.6,35841900.0
13,22,0,20,12,0,15.23,79.1,475,9.3,4417.5,33093176.0
20,23,2,21,1,0,15.15,81.3,631,9.3,5868.3,35841900.0
15,22,2,10,1,0,15.36,81.3,576,7.4,4262.4,31570976.0
19,22,3,13,1,0,15.29,81.1,597,8.1,4835.7,35794196.0
23,22,0,20,12,0,15.04,81.8,604,7.9,4771.6,35688610.0
23,23,0,7,1,0,14.9,82.1,401,7.9,3167.9,23236746.0
15,23,2,7,1,0,14.8,83.0,601,7.4,4447.4,33037186.0
21,22,0,11,1,0,15.0,83.4,468,9.1,4258.8,31595002.0
13,22,0,15,1,0,14.97,84.2,384,8.3,3187.2,23487314.0
13,23,2,8,1,0,15.04,84.5,376,8.1,3045.6,22559860.0
13,22,0,12,1,0,14.94,84.3,498,8.3,4133.4,30420740.0
18,22,1,12,1,0,14.97,84.7,380,8.2,3116.0,23011978.0
15,23,2,11,1,0,14.82,84.6,428,7.6,3252.8,23976200.0
12,23,0,4,1,0,14.8,85.4,432,7.9,3412.8,25081976.0
8,19,0,5,1,0,14.62,85.1,407,7.9,3215.3,23722002.0
15,22,1,7,1,0,14.26,85.3,549,7.9,4337.1,32012704.0
8,20,1,13,7,0,14.18,85.9,408,9.2,3753.6,28041168.0
16,23,3,6,1,0,14.34,86.5,534,9.3,4966.2,35841900.0
15,22,1,12,12,0,14.48,86.5,538,8.2,4411.6,32710704.0
17,23,1,16,1,0,14.34,86.3,645,8.7,5611.5,35841900.0
23,23,0,5,1,0,14.09,86.2,541,7.8,4219.8,31148914.0
16,22,1,16,1,0,13.95,86.5,402,7.7,3095.4,22809720.0
6,17,2,11,1,0,14.11,87.5,300,8.3,2490.0,18397738.0
6,17,2,18,7,0,14.13,87.0,618,7.4,4573.2,34214290.0
8,20,3,15,1,0,14.0,87.3,548,8.2,4493.6,33174778.0
13,22,3,8,1,0,13.92,87.2,643,8.9,5722.7,35841900.0
16,23,0,11,1,0,13.9,87.4,489,7.9,3863.1,28364296.0
16,22,2,20,1,0,14.1,88.0,666,7.8,5194.8,35841900.0
18,23,3,5,1,0,14.19,87.5,462,8.7,4019.4,29656322.0
6,18,3,4,1,0,14.39,87.3,351,7.6,2667.6,19738754.0
10,19,0,5,1,0,14.55,86.7,428,9.2,3937.6,29243742.0
20,22,1,18,1,0,14.84,87.2,547,7.7,4211.9,31039248.0
8,19,3,5,1,0,15.84,87.0,288,9.3,2678.4,20534502.0
10,18,0,15,1,0,16.52,84.6,485,8.5,4122.5,30424148.0
12,22,1,13,1,0,17.08,83.2,604,7.6,4590.4,34114028.0
23,22,0,11,1,0,17.33,81.4,601,8.8,5288.8,35841900.0
18,23,2,22,12,0,17.61,81.2,820,8.9,7298.0,35841900.0
5,23,3,10,7,0,18.0,80.7,666,9.1,6060.6,35841900.0
21,23,1,4,1,0,18.2,79.6,511,8.3,4241.3,31272200.0
13,23,2,13,1,0,18.44,78.6,603,7.7,4643.1,34471700.0
16,22,3,20,1,0,18.8,78.2,707,9.1,6433.7,35841900.0
12,23,0,11,1,0,19.12,76.3,551,7.4,4077.4,30083598.0
11,23,2,18,1,0,19.22,74.2,451,7.6,3427.6,25202650.0
16,23,2,8,1,0,19.35,73.7,653,9.1,5942.3,35841900.0
16,23,3,9,1,0,19.62,73.2,512,9.3,4761.6,35558188.0
8,22,2,21,1,0,19.93,72.5,693,7.4,5128.2,35841900.0
11,23,1,20,12,0,20.02,70.7,751,7.6,5707.6,35841900.0
6,19,1,18,1,0,20.06,70.0,424,7.8,3307.2,24412130.0
15,23,0,3,12,0,20.02,70.3,331,7.9,2614.9,19530562.0
21,22,0,19,1,0,20.16,69.5,446,9.3,4147.8,30753786.0
17,23,0,7,1,0,20.35,68.07,442,9.2,4066.4,30091116.0
6,20,3,15,1,0,20.6,65.63,434,8.1,3515.4,26005078.0
19,22,3,22,1,0,20.79,65.87,649,8.8,5711.2,35841900.0
10,22,1,4,1,0,20.9,65.9,411,8.7,3575.7,26446204.0
22,23,3,22,1,0,20.97,65.0,580,8.2,4756.0,35255220.0
8,22,1,6,1,0,21.05,64.96,352,9.3,3273.6,24463806.0
20,22,0,3,1,0,21.03,64.9,309,9.3,2873.7,21711650.0
7,18,2,16,1,0,20.89,63.63,449,7.4,3322.6,24639492.0
20,23,3,9,1,0,21.0,63.66,604,9.2,5556.8,35841900.0
12,22,3,20,1,0,20.92,62.06,607,8.7,5280.9,35841900.0
13,23,1,16,1,0,21.2,61.16,568,7.8,4430.4,32720352.0
5,22,0,18,1,0,21.44,59.66,491,7.9,3878.9,28492610.0
6,22,1,14,1,0,21.46,56.96,546,7.4,4040.4,29841476.0
12,22,1,8,1,0,21.73,55.99,541,8.2,4436.2,32781672.0
22,22,3,8,1,0,21.96,54.79,620,9.2,5704.0,35841900.0
6,22,2,11,1,0,22.07,55.06,373,8.7,3245.1,24125904.0
11,22,1,9,12,0,22.23,55.72,668,7.4,4943.2,35841900.0
20,23,3,4,1,0,22.29,54.82,561,8.2,4600.2,34010188.0
5,21,0,13,1,0,22.17,55.82,401,8.3,3328.3,24510786.0
23,23,2,8,1,0,21.97,56.49,678,8.2,5559.6,35841900.0
8,21,1,6,1,0,21.92,57.49,453,7.9,3578.7,26445900.0
6,21,2,3,1,0,22.03,57.72,451,8.3,3743.3,27622140.0
23,22,3,11,1,0,21.85,58.09,399,8.4,3351.6,24756740.0
7,20,3,13,1,0,22.0,56.99,488,7.4,3611.2,26821574.0
17,22,3,6,12,0,22.09,57.29,734,8.2,6018.8,35841900.0
