Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill
7,20,0,21,1,0,22.77,74.8,333,7.6,2530.8
11,23,0,13,1,0,23.13,73.3,589,8.5,5006.5
7,21,1,12,1,0,23.48,72.2,413,8.3,3427.9
6,20,0,21,1,0,23.91,70.8,492,9.3,4575.6
21,23,0,18,1,0,24.34,68.95,640,8.5,5440
19,22,3,19,1,0,24.77,67.21,639,7.6,4856.4
13,23,1,8,12,0,24.97,66.41,474,8.9,4218.6
18,22,1,19,1,0,25.37,65.21,670,7.8,5226
15,22,3,11,1,0,25.51,64.21,465,9.2,4278
15,23,1,14,1,0,25.45,63.84,395,8.9,3515.5
8,20,0,19,1,0,25.54,63.51,446,9.2,4103.2
21,23,1,8,1,0,25.74,62.94,474,9.3,4408.2
10,19,0,17,7,0,25.71,62.74,345,8.3,2863.5
9,18,1,20,1,0,25.85,62.01,513,7.7,3950.1
8,22,0,6,7,0,26.11,61.41,500,8.4,4200
19,23,3,22,1,0,26.25,60.17,641,8.3,5320.3
10,22,0,5,7,0,26.36,60.24,480,7.7,3696
10,22,1,15,1,0,26.5,58.47,562,8.2,4608.4
21,23,0,13,1,0,26.83,57.61,632,7.7,4866.4
20,23,0,4,1,0,26.93,56.37,382,8.9,3399.8
7,19,1,21,7,0,27.27,55,659,9.1,5996.9
15,23,1,11,1,0,27.47,55,397,7.9,3136.3
23,23,3,5,1,0,27.16,54.24,429,8.5,3646.5
17,23,3,7,1,0,27.16,53.84,520,7.8,4056
17,22,0,15,1,0,26.94,54.34,608,8.7,5289.6
7,18,2,11,1,0,27.32,53.74,321,8.1,2600.1
9,19,0,5,1,0,27.45,52.47,446,8.9,3969.4
16,22,3,14,1,0,27.48,52.1,508,9.2,4673.6
17,23,2,11,1,0,27.85,51.23,494,9.2,4544.8
20,23,1,5,12,0,27.9,50.1,396,9.1,3603.6
9,19,1,12,1,0,28.12,49.1,348,7.7,2679.6
13,23,3,12,1,0,28.35,48.77,436,8.1,3531.6
17,22,1,19,1,0,28.76,47.46,600,8.8,5280
17,22,3,6,12,0,28.58,46.7,624,8.8,5491.2
15,22,0,10,1,0,28.73,47,363,8.9,3230.7
16,23,0,12,1,0,28.96,45.2,432,8.2,3542.4
19,23,0,19,1,0,28.95,45.2,560,8.2,4592
11,23,1,10,1,0,29.12,44.36,474,8.4,3981.6
23,23,1,10,1,0,29.35,43,562,8.5,4777
23,23,2,7,1,0,29.43,42.33,536,8.9,4770.4
22,22,2,11,1,0,29.74,41.26,583,9.1,5305.3
19,22,2,5,1,0,30.21,40.79,503,7.7,3873.1
10,19,3,7,1,0,30.08,40.19,482,9.1,4386.2
14,22,1,10,1,0,30.05,39.53,506,8.7,4402.2
12,22,1,11,1,0,30.31,38.49,605,9.2,5566
14,23,2,8,1,0,30.52,37.02,426,9.3,3961.8
16,23,3,6,1,0,30.47,37.12,542,7.9,4281.8
17,22,0,20,1,0,30.15,37.19,664,9.3,6175.2
12,22,1,5,1,0,30,37.49,350,8.7,3045
6,20,0,8,1,0,30.06,37.52,372,9.3,3459.6
17,23,2,10,1,0,29.95,37.32,653,7.6,4962.8
12,22,2,18,12,0,29.87,37.69,789,8.3,6548.7
16,23,0,13,1,0,29.71,37.49,362,9.3,3366.6
17,22,1,16,12,0,29.62,38.13,533,8.4,4477.2
16,22,3,22,1,0,29.45,38.99,695,9.2,6394
21,22,1,14,1,0,29.09,39.79,412,8.5,3502
14,23,3,20,1,0,28.84,41.06,579,8.7,5037.3
10,20,3,12,1,0,28.43,42.29,595,8.2,4879
6,20,0,20,1,0,28.11,43.43,459,8.4,3855.6
12,22,2,18,1,0,27.73,44.7,582,8.9,5179.8
16,22,1,15,1,0,27.37,45.93,403,8.5,3425.5
8,19,3,22,1,0,27.11,46.86,635,7.7,4889.5
23,23,3,21,1,0,26.85,47.6,645,8.1,5224.5
22,22,1,16,1,0,26.55,48.6,591,7.4,4373.4
5,23,1,15,1,0,26.25,49.87,344,8.3,2855.2
14,22,2,5,12,0,25.79,51.53,644,8.3,5345.2
15,23,0,18,1,0,25.5,53,565,9.3,5254.5
17,22,3,17,1,0,25.16,53.8,488,8.9,4343.2
18,23,0,15,1,0,24.95,54.77,544,9.1,4950.4
20,22,1,3,1,0,24.71,55.47,377,9.1,3430.7
9,19,3,3,1,0,24.45,56.9,278,8.9,2474.2
21,22,1,22,12,0,24.21,57.44,811,9.1,7380.1
11,22,0,20,1,0,24.03,58.04,440,8.4,3696
23,22,0,14,1,0,23.88,58.87,483,8.8,4250.4
21,22,1,22,1,0,23.53,59.81,739,8.3,6133.7
22,22,3,20,1,0,23.24,60.74,799,8.1,6471.9
7,23,1,13,1,0,23.03,61.84,542,8.9,4823.8
18,23,2,8,12,0,22.78,62.74,637,9.3,5924.1
22,23,3,22,12,0,22.72,63.08,754,7.6,5730.4
10,19,3,18,7,0,22.46,65.24,708,8.3,5876.4
16,22,2,9,1,0,22.26,65.34,386,8.7,3358.2
21,23,3,8,1,0,22.25,65.64,476,7.6,3617.6
8,19,1,18,1,0,22.05,67.34,404,7.4,2989.6
6,21,3,21,1,0,21.73,69.45,569,7.6,4324.4
19,23,1,9,1,0,21.42,71,635,9.1,5778.5
7,23,0,11,1,0,21.32,70.9,491,8.4,4124.4
16,22,3,20,1,0,21.3,70.3,527,7.6,4005.2
22,23,1,6,1,0,21.3,70.2,544,7.8,4243.2
19,23,0,4,1,0,21.16,70.7,430,8.1,3483
14,22,1,14,12,0,21.1,70.6,567,7.7,4365.9
11,22,3,3,12,0,21.12,70.3,468,9.3,4352.4
18,22,3,14,1,0,21.03,70.5,582,7.8,4539.6
12,22,1,11,1,0,21.06,70.2,572,8.2,4690.4
19,23,1,3,12,0,21.09,70.8,496,7.7,3819.2
10,20,0,8,1,0,20.87,71.8,417,8.1,3377.7
23,23,3,17,1,0,20.79,72,677,7.8,5280.6
23,23,2,19,1,0,20.82,72,601,8.7,5228.7
22,23,2,6,12,0,20.84,72.3,509,8.5,4326.5
23,22,1,12,1,0,20.76,72.6,570,7.9,4503
11,22,1,10,1,0,20.77,72.5,331,7.9,2614.9
15,22,1,22,12,0,20.8,72.2,688,7.4,5091.2
15,23,3,20,1,0,20.93,71.9,784,8.1,6350.4
22,22,2,6,1,0,21.06,69.75,444,8.2,3640.8
22,22,1,20,1,0,20.95,70.2,465,8.3,3859.5
7,18,1,15,1,0,20.87,70.9,345,7.6,2622
13,23,1,17,12,0,20.93,70.9,604,7.7,4650.8
10,22,2,15,7,0,20.9,71,625,7.6,4750
12,23,3,10,1,0,20.82,71.5,420,8.8,3696
19,23,1,5,1,0,20.7,72.5,527,7.4,3899.8
23,23,0,12,12,0,20.74,72.5,618,7.9,4882.2
6,22,2,14,7,0,20.7,72.8,457,9.3,4250.1
19,23,2,21,1,0,20.74,72.6,548,9.3,5096.4
16,23,1,3,1,0,20.76,72.2,327,8.9,2910.3
17,22,1,6,1,0,20.62,72.2,350,8.7,3045
8,22,3,19,1,0,20.57,72.8,496,7.8,3868.8
12,23,0,22,1,0,20.61,72.7,421,7.6,3199.6
6,17,2,6,1,0,20.67,72.3,357,9.2,3284.4
17,22,0,4,1,0,20.62,71.8,501,7.6,3807.6
23,23,3,3,1,0,20.58,72,610,8.2,5002
21,23,1,14,1,0,20.37,72.1,648,8.4,5443.2
21,23,3,13,1,0,20.19,72.2,616,8.7,5359.2
7,22,1,13,1,0,20.1,72.4,420,9.2,3864
5,18,2,17,1,0,19.92,73.8,564,8.8,4963.2
7,23,0,17,1,0,20.09,74.1,586,8.2,4805.2
16,22,3,15,1,0,19.92,73.6,693,8.9,6167.7
8,22,3,9,7,0,19.8,74.2,596,8.3,4946.8
13,22,0,11,1,0,19.74,75.4,487,8.9,4334.3
23,22,2,10,1,0,19.66,75.7,632,8.3,5245.6
8,17,3,3,1,0,19.58,75.9,259,7.9,2046.1
12,22,0,8,1,0,19.46,76.2,348,8.1,2818.8
14,22,1,6,1,0,19.53,76.3,409,7.8,3190.2
6,22,0,22,1,0,19.79,75.9,432,8.5,3672
10,21,0,13,7,0,20.1,74.9,520,8.8,4576
14,23,3,4,1,0,20.4,73.5,508,7.4,3759.2
10,22,0,19,1,0,20.76,72.2,615,7.4,4551
19,22,2,13,1,0,20.99,71.1,550,9.1,5005
16,22,2,16,1,0,21.22,70.1,664,7.9,5245.6
15,23,1,21,1,0,21.54,69.51,629,9.1,5723.9
21,23,1,6,1,0,22.03,67.78,480,8.8,4224
8,18,2,19,1,0,22.48,65.48,588,8.2,4821.6
12,23,3,16,1,0,22.62,63.98,541,7.7,4165.7
10,19,1,3,1,0,22.78,63.84,404,7.6,3070.4
9,17,0,3,7,0,22.9,63.34,334,8.7,2905.8
6,23,0,13,7,0,23.07,62.61,431,8.5,3663.5
16,22,2,16,1,0,23.37,61.07,586,7.4,4336.4
20,23,3,14,1,0,23.75,59.87,737,7.4,5453.8
21,23,0,9,12,0,24.17,57.67,647,9.2,5952.4
16,23,3,6,12,0,24.52,56.4,740,9.3,6882
11,23,1,11,1,0,24.97,55.47,448,7.6,3404.8
10,20,2,12,1,0,25.43,54,478,9.3,4445.4
14,22,2,8,1,0,25.85,51.2,392,8.5,3332
22,22,0,5,1,0,26.18,50,394,8.5,3349
5,21,3,11,1,0,26.53,50.07,408,8.9,3631.2
9,19,3,19,1,0,26.75,50.47,407,9.2,3744.4
11,22,1,5,1,0,26.96,49.87,337,7.9,2662.3
9,17,0,17,1,0,27.32,49.23,337,9.1,3066.7
16,22,0,17,1,0,27.64,47.43,419,8.3,3477.7
15,22,3,16,1,0,27.96,46.8,694,8.4,5829.6
6,18,2,11,1,0,28.31,44.73,521,8.8,4584.8
17,22,0,11,1,0,28.56,42.43,538,8.5,4573
6,18,2,7,1,0,28.91,41.73,357,8.1,2891.7
6,20,3,5,1,0,29.58,39.59,440,8.9,3916
23,22,1,15,1,0,29.38,38.13,605,8.1,4900.5
17,22,3,15,1,0,29.52,37.99,739,7.9,5838.1
18,22,2,14,12,0,30,36.36,727,8.1,5888.7
19,23,1,7,1,0,30.08,34.76,348,8.3,2888.4
6,19,1,20,1,0,30.19,35.69,497,7.7,3826.9
21,22,3,11,1,0,30.36,34.72,672,7.7,5174.4
20,22,1,8,1,0,30.53,32.92,532,7.6,4043.2
12,22,2,19,1,0,30.67,35.39,464,8.7,4036.8
9,19,1,12,1,0,30.61,35.56,491,7.6,3731.6
13,23,0,22,1,0,31.03,34.46,407,8.2,3337.4
22,22,2,6,1,0,30.96,33.66,574,8.1,4649.4
21,23,0,20,1,0,31.05,33.59,528,8.9,4699.2
8,22,3,21,1,0,31.4,31.95,593,7.4,4388.2
5,17,2,5,1,0,31.26,32.45,268,9.3,2492.4
10,17,2,17,1,0,31.56,31.85,444,8.1,3596.4
13,23,3,13,1,0,31.66,32.19,562,8.7,4889.4
16,22,3,17,12,0,31.71,40.66,568,8.2,4657.6
6,18,3,13,1,0,30.84,42.76,474,8.4,3981.6
16,23,0,9,1,0,30.52,43.93,427,7.7,3287.9
17,23,0,17,12,0,30.29,44.6,563,8.5,4785.5
23,23,3,14,1,0,30.18,45.13,700,8.4,5880
16,22,0,5,1,0,30.29,44.2,478,7.8,3728.4
18,23,1,22,12,0,29.96,44.36,778,8.1,6301.8
7,22,2,16,7,0,30.14,43.8,695,9.3,6463.5
11,22,1,15,1,0,30.14,43.8,417,8.9,3711.3
20,23,2,19,1,0,30.02,43.46,676,8.8,5948.8
14,23,1,6,1,0,30.1,42.93,445,7.6,3382
12,23,1,16,1,0,30.01,42.66,496,8.9,4414.4
15,22,3,9,1,0,30.09,42.53,430,8.1,3483
23,22,0,4,1,0,29.96,43.1,515,8.3,4274.5
14,23,0,5,1,0,29.73,43.66,476,7.9,3760.4
5,22,0,8,1,0,29.93,42.93,257,8.8,2261.6
16,22,3,6,1,0,29.86,42.73,389,7.4,2878.6
10,18,2,7,1,0,30,41.53,335,8.1,2713.5
12,22,2,4,1,0,30.01,41.66,392,8.7,3410.4
15,23,0,6,1,0,29.85,42.33,279,7.4,2064.6
17,23,1,15,12,0,29.96,42.46,647,9.2,5952.4
10,20,3,10,1,0,29.92,42.09,473,7.4,3500.2
18,22,1,11,1,0,29.82,42.43,507,9.1,4613.7
9,21,3,17,1,0,29.95,42.06,464,7.6,3526.4
19,23,1,5,1,0,29.92,41.83,550,7.4,4070
9,21,1,7,7,0,29.82,41.63,378,7.8,2948.4
19,23,0,11,1,0,29.77,41.76,560,8.7,4872
9,19,1,22,1,0,29.74,41.76,603,7.6,4582.8
5,19,3,7,1,0,29.96,41.63,467,8.2,3829.4
17,23,0,6,1,0,29.96,41.33,465,8.7,4045.5
18,23,3,15,1,0,29.4,41.93,644,8.3,5345.2
21,22,1,21,1,0,28.71,42.19,490,8.1,3969
6,23,0,7,1,0,28.35,42.86,505,9.3,4696.5
9,21,1,4,7,0,28.07,43.8,490,7.8,3822
23,23,3,18,1,0,27.93,43.76,749,8.4,6291.6
19,23,2,18,1,0,27.61,44.5,752,8.7,6542.4
19,22,0,5,1,0,27.52,45.13,449,8.1,3636.9
14,22,3,16,12,0,27.42,45.9,802,7.6,6095.2
21,22,1,15,1,0,27.34,46.96,485,8.1,3928.5
18,22,1,12,1,0,27.16,48.37,406,8.7,3532.2
19,23,3,19,1,0,26.67,49.33,689,9.2,6338.8
11,22,3,16,1,0,26.52,49.6,691,7.6,5251.6
20,23,0,8,1,0,26.11,52.07,455,8.4,3822
20,22,3,11,1,0,25.65,53.8,421,7.7,3241.7
21,22,3,8,1,0,25.03,58.41,447,8.7,3888.9
8,20,3,19,7,0,25.11,58.81,476,8.5,4046
14,22,2,12,1,0,24.92,60.24,599,7.9,4732.1
14,22,3,11,1,0,24.82,61.54,562,9.1,5114.2
19,22,2,3,1,0,24.55,62.74,508,9.3,4724.4
16,22,1,19,1,0,24.35,63.51,690,9.2,6348
13,23,3,4,12,0,24.16,64.54,515,8.8,4532
7,20,2,3,7,0,24.28,64.98,305,7.6,2318
22,23,2,9,1,0,24.08,65.14,679,8.8,5975.2
9,18,1,9,1,0,23.36,66.44,317,8.8,2789.6
12,23,2,18,1,0,23.38,67.28,546,8.5,4641
12,23,2,14,1,0,23.22,67.68,491,7.9,3878.9
9,19,0,15,7,0,22.98,67.78,531,7.4,3929.4
21,23,3,17,12,0,22.94,68.71,730,9.1,6643
15,22,1,11,1,0,22.68,69.08,482,7.6,3663.2
10,23,0,19,7,0,22.2,70,683,9.1,6215.3
23,22,3,6,12,0,22.32,69.94,643,7.4,4758.2
8,22,0,3,1,0,22.14,70.8,313,8.9,2785.7
9,19,3,10,1,0,22.3,73.7,575,9.3,5347.5
16,23,3,14,1,0,22.35,75.9,559,8.3,4639.7
11,23,0,19,1,0,22.11,75.8,504,9.1,4586.4
23,22,3,20,1,0,22.15,78,655,7.6,4978
22,23,2,16,1,0,22.23,78.5,750,7.4,5550
9,23,0,9,1,0,21.84,78.3,311,8.3,2581.3
12,23,0,22,12,0,21.69,78.9,558,8.5,4743
21,23,3,11,1,0,21.47,79.2,685,8.3,5685.5
12,22,3,5,1,0,21.43,80.3,590,7.6,4484
18,22,2,9,12,0,21.59,80.3,482,7.4,3566.8
22,22,0,4,1,0,21.39,80.2,316,7.9,2496.4
8,20,1,3,1,0,21.2,80.6,305,8.9,2714.5
12,23,1,4,12,0,21.14,80.6,398,8.9,3542.2
15,22,2,19,1,0,20.94,80.7,643,7.9,5079.7
23,23,1,4,1,0,20.73,81.5,480,8.1,3888
8,23,1,16,7,0,20.77,81.8,554,8.1,4487.4
12,22,3,21,1,0,20.76,81.9,527,8.7,4584.9
13,22,1,14,12,0,20.78,81.8,490,7.6,3724
11,23,2,6,1,0,20.67,81.8,486,7.9,3839.4
20,23,0,3,1,0,20.56,81.7,277,8.9,2465.3
19,23,3,6,12,0,20.54,81.3,546,9.2,5023.2
15,22,2,5,1,0,20.57,81.2,439,8.5,3731.5
23,23,0,11,1,0,20.59,81.4,474,8.1,3839.4
15,22,0,14,1,0,20.64,81.7,497,8.1,4025.7
16,22,1,9,1,0,20.63,82,415,8.5,3527.5
8,19,1,14,1,0,20.54,82.8,330,8.3,2739
15,22,2,15,1,0,20.63,83.1,544,8.5,4624
23,22,1,3,1,0,20.43,82.9,342,7.6,2599.2
6,17,2,21,7,0,20.23,83.2,488,8.9,4343.2
11,22,1,19,12,0,20.1,82.8,442,8.1,3580.2
13,22,0,13,1,0,19.93,82.7,520,7.4,3848
21,22,0,6,12,0,19.81,81.9,562,8.3,4664.6
16,22,0,19,1,0,20.04,80.8,410,9.2,3772
14,22,2,10,12,0,20.3,81.3,740,9.2,6808
7,17,1,18,1,0,20.58,81.8,396,9.2,3643.2
16,22,2,22,1,0,21.33,82.6,575,8.4,4830
17,23,2,11,1,0,22.06,82.8,663,8.7,5768.1
18,23,2,9,1,0,22.04,82.2,650,7.9,5135
19,23,3,5,12,0,22.21,82.8,647,7.6,4917.2
13,23,3,5,1,0,22.46,83.3,435,7.8,3393
23,23,0,6,1,0,22.68,83.4,341,8.7,2966.7
21,22,0,14,1,0,22.93,83.4,463,9.2,4259.6
7,17,2,10,1,0,23.27,82.8,418,7.9,3302.2
10,21,3,18,7,0,23.3,81.1,549,7.9,4337.1
7,22,1,14,1,0,23.56,77.9,501,8.7,4358.7
18,23,3,13,1,0,23.98,74,594,7.6,4514.4
6,20,3,22,1,0,24.28,72.3,449,8.7,3906.3
11,23,2,20,1,0,24.53,72,443,8.3,3676.9
21,22,2,19,1,0,24.64,73.5,632,9.1,5751.2
14,23,1,9,1,0,24.6,74.1,569,9.3,5291.7
15,23,2,5,12,0,24.63,73.6,564,9.3,5245.2
9,19,3,16,1,0,24.57,73.6,527,8.2,4321.4
16,22,3,9,1,0,24.72,73.4,408,8.1,3304.8
11,22,3,6,1,0,24.92,73.1,359,8.5,3051.5
12,22,3,9,1,0,24.75,72,550,9.1,5005
23,22,0,4,1,0,25.05,71.1,582,7.4,4306.8
18,22,2,11,1,0,25.23,69.15,347,7.7,2671.9
14,23,0,3,12,0,25.38,68.05,541,8.2,4436.2
15,22,1,11,1,0,25.62,67.14,484,8.8,4259.2
8,19,2,14,1,0,25.87,65.71,541,8.2,4436.2
20,22,2,22,1,0,26.13,61.97,672,7.9,5308.8
20,23,1,10,12,0,26.3,59.84,682,7.9,5387.8
18,22,1,14,1,0,26.23,58.01,522,8.1,4228.2
20,22,1,15,1,0,26.37,57.97,538,7.4,3981.2
16,22,2,11,1,0,26.5,58.54,626,8.1,5070.6
8,22,3,6,1,0,26.6,59.11,444,9.2,4084.8
6,20,2,4,1,0,26.77,59.31,380,8.2,3116
10,20,0,10,1,0,27.08,56.5,328,8.8,2886.4
11,23,1,10,12,0,27.14,57.81,652,7.8,5085.6
12,23,3,5,1,0,26.99,54.64,620,8.3,5146
15,23,3,17,1,0,27.22,54.5,719,9.3,6686.7
20,22,1,20,1,0,27.22,55.9,514,8.7,4471.8
6,20,1,12,1,0,27.43,56,303,7.9,2393.7
12,23,3,9,1,0,27.42,58.01,420,7.4,3108
19,22,3,4,1,0,27.49,60.27,555,8.8,4884
18,22,2,21,1,0,27.25,62.17,544,8.1,4406.4
22,23,0,9,1,0,27.27,63.58,546,7.6,4149.6
16,22,3,21,1,0,27.35,64.14,589,9.1,5359.9
22,22,0,7,12,0,27.32,64.94,516,8.7,4489.2
9,23,1,5,1,0,27.42,64.54,304,7.9,2401.6
19,22,2,22,12,0,27.42,64.14,879,8.2,7207.8
12,23,0,3,12,0,27.32,65.14,367,8.3,3046.1
13,22,1,9,1,0,27.4,64.88,467,8.8,4109.6
11,22,2,7,1,0,27.41,65.08,341,8.7,2966.7
19,22,3,7,1,0,27.77,64.74,552,9.3,5133.6
21,22,3,7,1,0,27.71,64.71,680,9.2,6256
14,22,3,17,1,0,27.52,66.28,516,7.8,4024.8
19,23,1,22,1,0,27.5,67.08,523,7.4,3870.2
8,17,2,5,7,0,27.43,67.54,458,9.2,4213.6
5,23,2,22,1,0,27.28,68.65,688,8.1,5572.8
12,23,1,10,1,0,27.15,69.68,360,7.6,2736
21,22,0,6,1,0,27.15,70,511,8.3,4241.3
10,20,1,6,7,0,27.04,70.4,458,7.4,3389.2
6,21,2,17,1,0,27.02,70.5,581,9.1,5287.1
20,23,3,3,12,0,27.16,70.5,570,7.4,4218
9,17,3,4,1,0,27.01,70.5,269,7.6,2044.4
20,23,2,5,1,0,26.95,70.5,523,8.3,4340.9
17,22,2,8,1,0,26.68,71,524,8.9,4663.6
20,23,2,15,1,0,26.69,70.9,605,8.9,5384.5
10,19,3,10,1,0,26.79,70.6,328,7.4,2427.2
11,22,3,21,1,0,26.71,69.85,524,8.5,4454
16,23,2,18,1,0,26.68,69.58,568,9.2,5225.6
20,22,0,20,12,0,26.78,68.68,575,8.9,5117.5
10,17,0,13,1,0,27.01,67.88,300,8.4,2520
6,17,3,15,1,0,26.79,68.94,370,7.4,2738
16,22,3,16,12,0,26.74,68.55,674,8.3,5594.2
22,23,3,18,12,0,26.55,69.61,761,8.7,6620.7
5,18,0,9,1,0,26.32,71.4,213,9.2,1959.6
9,17,1,14,1,0,26.15,72.3,362,8.8,3185.6
7,22,2,9,7,0,26.08,72.9,463,8.4,3889.2
17,22,3,6,1,0,25.97,73.9,580,8.7,5046
13,23,0,4,1,0,25.77,75.3,478,7.7,3680.6
22,22,1,19,1,0,25.58,77.2,588,8.2,4821.6
15,23,0,18,1,0,25.4,78.3,585,8.8,5148
20,22,0,14,1,0,25.2,79.8,453,7.7,3488.1
15,22,0,10,1,0,25.09,80.5,479,8.5,4071.5
7,20,0,3,1,0,24.96,81.1,209,8.3,1734.7
16,22,0,7,1,0,24.88,82,326,9.2,2999.2
6,18,1,13,1,0,24.81,82.9,394,8.7,3427.8
16,23,0,15,1,0,24.72,83,381,7.8,2971.8
21,22,1,15,1,0,24.61,83.3,617,8.1,4997.7
10,20,2,16,1,0,24.61,83.2,643,7.6,4886.8
7,19,1,12,1,0,24.61,83.2,473,7.4,3500.2
15,23,2,10,1,0,24.58,83.3,565,7.6,4294
19,23,1,11,1,0,24.53,83.1,425,8.2,3485
22,22,2,15,1,0,24.57,83,559,8.8,4919.2
9,23,1,11,1,0,24.57,82.7,331,7.7,2548.7
21,23,2,20,12,0,24.49,82.7,777,7.4,5749.8
8,17,1,11,1,0,24.46,82.9,284,8.9,2527.6
16,23,1,19,1,0,24.36,82.8,545,7.9,4305.5
5,19,2,4,1,0,24.38,82.7,450,7.8,3510
22,22,1,16,1,0,24.38,82.3,614,7.6,4666.4
18,22,3,12,1,0,24.4,82.3,649,7.8,5062.2
10,21,1,12,7,0,24.34,82.5,393,8.9,3497.7
6,21,2,16,1,0,24.36,83,445,8.2,3649
6,17,1,20,7,0,24.31,83.5,571,8.5,4853.5
19,23,3,7,1,0,24.25,83.8,559,8.8,4919.2
5,23,3,11,7,0,24.23,84.4,547,7.6,4157.2
16,23,3,14,12,0,24.25,84.8,638,7.7,4912.6
16,23,3,19,1,0,24.15,85.3,582,8.9,5179.8
17,22,1,5,1,0,24.08,85.8,325,7.6,2470
6,20,0,19,1,0,24.09,86,335,8.2,2747
21,23,3,11,12,0,23.98,86.2,577,8.2,4731.4
7,18,1,8,7,0,23.94,86.3,323,7.4,2390.2
19,22,3,6,1,0,23.85,86.2,634,7.8,4945.2
8,22,3,15,1,0,23.78,86,435,7.6,3306
17,23,2,4,12,0,23.92,85.8,697,7.6,5297.2
15,23,2,11,1,0,23.87,85.7,481,9.2,4425.2
17,22,1,15,1,0,23.87,85.9,584,9.3,5431.2
12,23,0,14,1,0,23.94,86,544,8.7,4732.8
15,22,1,5,1,0,23.96,86.3,383,7.7,2949.1
12,23,3,20,1,0,23.88,86.5,577,7.6,4385.2
14,22,0,9,1,0,23.78,86.6,490,7.7,3773
6,20,3,12,1,0,23.83,86.6,511,7.7,3934.7
22,22,2,4,12,0,23.83,86.4,676,9.2,6219.2
19,23,1,8,1,0,23.75,86.1,619,8.4,5199.6
14,23,1,10,1,0,23.7,85.7,555,8.4,4662
10,17,3,21,1,0,23.83,85.1,475,7.8,3705
14,23,3,17,1,0,23.91,84.4,438,7.6,3328.8
18,23,3,21,1,0,24.04,84.1,643,8.4,5401.2
19,23,2,21,12,0,24.09,83.5,852,7.7,6560.4
6,21,1,21,1,0,24.14,83.2,422,7.4,3122.8
18,23,2,13,1,0,24.16,83.4,501,7.6,3807.6
19,22,1,9,12,0,24.1,83.6,579,8.4,4863.6
8,19,3,7,1,0,24.17,84.1,464,8.4,3897.6
15,23,1,11,1,0,24.09,85,354,9.3,3292.2
21,22,3,19,1,0,23.99,85.5,613,9.3,5700.9
21,22,1,14,1,0,23.9,85.9,528,7.7,4065.6
9,23,3,16,1,0,23.86,86.4,522,8.2,4280.4
17,22,0,16,1,0,23.91,86.7,609,7.8,4750.2
23,22,3,15,1,0,23.88,86.9,487,9.2,4480.4
22,23,3,11,1,0,23.84,87,651,7.7,5012.7
5,20,1,4,7,0,23.79,87,355,7.7,2733.5
14,22,3,7,1,0,23.64,87.1,391,8.4,3284.4
17,22,0,20,12,0,23.55,87.2,674,7.4,4987.6
5,17,3,7,7,0,23.59,87.2,369,8.8,3247.2
15,23,1,17,1,0,23.64,87.4,555,7.8,4329
15,22,0,20,1,0,23.71,87.5,463,7.6,3518.8
17,23,1,20,1,0,23.58,87.4,607,8.5,5159.5
7,18,0,6,7,0,23.41,87.4,281,9.1,2557.1
15,23,1,21,1,0,23.8,87.3,660,8.8,5808
10,21,1,12,1,0,23.89,86.9,464,7.9,3665.6
23,22,2,12,1,0,23.86,86.7,423,7.6,3214.8
21,22,1,15,1,0,23.8,86.5,626,9.2,5759.2
18,22,1,10,1,0,23.73,85.2,369,7.4,2730.6
19,22,2,13,1,0,23.89,84.2,644,8.2,5280.8
9,17,0,10,1,0,24.06,83.4,225,8.8,1980
16,23,3,11,1,0,24.13,82.8,646,7.4,4780.4
17,23,2,12,1,0,24.31,82.2,517,8.1,4187.7
19,22,3,22,12,0,24.48,81.9,771,8.5,6553.5
6,23,2,21,7,0,24.5,81.8,630,7.8,4914
15,23,3,14,1,0,24.47,81.8,617,9.2,5676.4
19,23,2,14,12,0,24.56,81.5,694,7.9,5482.6
20,22,1,6,1,0,24.76,80.8,531,9.2,4885.2
15,22,3,12,1,0,24.78,80.5,626,7.7,4820.2
19,23,2,17,1,0,24.77,80.2,720,7.4,5328
12,23,0,17,12,0,25.04,79.7,640,9.2,5888
6,21,1,21,1,0,25.23,77.4,598,8.2,4903.6
21,23,2,10,1,0,25.33,75.6,673,7.4,4980.2
22,23,1,3,1,0,25.31,76.1,387,8.3,3212.1
17,23,0,7,1,0,25.37,76.4,564,8.3,4681.2
8,17,1,8,1,0,25.35,76.8,421,8.1,3410.1
21,22,0,6,12,0,25.39,76.8,419,8.7,3645.3
19,22,2,19,12,0,25.47,76.3,673,8.5,5720.5
18,23,3,22,12,0,25.5,76,683,8.3,5668.9
9,17,0,22,1,0,25.66,75,516,8.5,4386
9,17,1,13,1,0,25.82,74.5,417,8.9,3711.3
23,23,3,18,12,0,25.84,74.3,826,8.7,7186.2
8,17,3,15,1,0,25.81,74.4,580,8.1,4698
5,23,2,5,1,0,25.92,73.9,361,9.2,3321.2
5,19,1,6,1,0,26.05,74,340,8.2,2788
18,22,0,21,1,0,26.19,73.6,609,8.9,5420.1
17,22,2,12,12,0,26.14,74,761,9.3,7077.3
15,23,0,4,1,0,26.23,73.5,386,8.9,3435.4
22,22,3,17,1,0,26.33,73.4,644,7.4,4765.6
9,20,0,13,1,0,26.4,72.2,304,8.7,2644.8
7,18,1,10,1,0,26.48,71.9,377,9.3,3506.1
13,23,2,12,12,0,26.65,71,683,7.9,5395.7
